path,airport,language,name,shortDesc,category,type,terminal,level,lat,long,locationId,squareImage,banner,,,
,klia,en,Flight Club,"A brand new dining concept unique to the airport environment, Flight Club is dedicated to bring you an unparalleled airport dining experience, with the promise of healthy eating, cooked right here at Flight Club.",Restaurant,location,STB,m,2.748446,101.713412,,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Shop And Dine\/Flight club\/square (FILEminimizer).jpg,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Shop And Dine\/Flight club\/banner (FILEminimizer).jpg,,,
,klia,en,Starbucks Coffee,"Set in a relaxing environment with complimentary WiFi and comfortable chairs, Starbucks friendly baristas are always delighted to make a cup that's just right for you. For more information, visit www.starbucks.com.my",Restaurant,location,STB,m,2.748318,101.714079,chijuxhjdis_ztercegiepd8jzs,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Shop And Dine\/Starbucks Coffee\/square (FILEminimizer).jpg,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Shop And Dine\/Starbucks Coffee\/banner (FILEminimizer).jpg,,,
,klia,en,Nööödles,"With a feast that will definitely please your taste buds, all of Nööödles' dishes are halal, and free from MSG and boric acid. The restaurant uses traditional recipes from Taiwan, Hong Kong and Thailand as well local staples. Travellers who are longing for a comforting meal should try a steaming bowl of noodles at Nööödles!",Restaurant,location,STB,M,2.747611,101.713342,,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Shop And Dine\/Nooodles\/square (FILEminimizer).jpg,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Shop And Dine\/Nooodles\/banner (FILEminimizer).jpg,,,
,klia,en,Bones,"Bones offers a wide range of beers, wines and spirits with international brands such as Becks, Lowenbrau, Budweiser, Stella Artois and Hoegaarden. To complement the drinks, Bones serves light meals such as pizzas, fried anchovies and other popular snacks.",Restaurant,location,STB,m,2.748272,101.713657,,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Shop And Dine\/Bones Raw Bar\/Square (FILEminimizer).jpg,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Shop And Dine\/Bones Raw Bar\/banner (FILEminimizer).jpg,,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.747254,101.712806,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.747495,101.712646,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.747104,101.714261,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.747104,101.714261,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.749281,101.715725,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.750096,101.71225,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.746402,101.711325,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.746692,101.711459,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.748796,101.7129,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.74834,101.713573,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.746402,101.711325,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.748457,101.71451,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.747254,101.712806,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.746692,101.711459,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.745911,101.715071,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.745801,101.714897,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.747559,101.713427,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.746402,101.711325,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.747559,101.713427,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.745801,101.714897,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.747493,101.713552,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.748625,101.714415,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.747559,101.713427,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.747495,101.712646,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.747559,101.713427,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.748885,101.713094,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.749281,101.715725,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.749449,101.715603,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.749947,101.712022,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.748625,101.714415,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.746994,101.714107,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.747254,101.712806,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.747495,101.712646,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.74834,101.713573,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.747493,101.713552,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.746692,101.711459,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.748301,101.713719,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.748796,101.7129,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,p,2.750096,101.71225,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,guardian,"Guardian Pharmacy offers an extensive range of health, beauty and pharmaceutical products for all your needs.",Pharmacy,location,STB,p,2.747811,101.712976,chijdx9ezndazteryzpff723jg4,\/assets\/Images\/Satellite Building Passenger (Level 1)\/Shop And Dine\/Guardian\/Square (FILEminimizer).jpg,\/assets\/Images\/Satellite Building Passenger (Level 1)\/Shop And Dine\/Guardian\/Banner (FILEminimizer).jpg,,,
,klia,en,Plaza Premium First,"Relax and refresh at the Plaza Premium Lounge. Open to all passengers, the lounge offers complimentary food and beverages",Lounges,location,STB,m,2.748327,101.713162,,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Traveller\/Plaza Premiun First\/square (FILEminimizer).jpg,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Traveller\/Plaza Premiun First\/banner (FILEminimizer).jpg,,,
,klia,en,Cathay Pacific Lounge,"The Cathay Pacific Lounge offers a refuge from travel's hectic schedule. Offering complimentary snacks and beverages with magazines and newspapers, you can choose to watch TV in comfortable seats.",Lounges,location,STB,m,2.75219,101.705279,chijcxtj4ndazterjcw1mc-mae4,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Traveller\/Cathay pacific\/square (FILEminimizer).jpg,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Traveller\/Cathay pacific\/banner (FILEminimizer).jpg,,,
,klia,en,China Airlines Lounge,The Dynasty Lounge is a refuge from the airport's hustle and bustle.,Lounges,location,STB,m,2.747426,101.714148,chijec8ihxhazter84951vkmx_g,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Traveller\/China Airlines Lounge\/square (FILEminimizer).jpg,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Traveller\/China Airlines Lounge\/banner (FILEminimizer).jpg,,,
,klia,en,Silver Kris Lounge,Step into the Silver Kris Lounge for a slice of peace.,Lounges,location,STB,m,2.748765,101.712864,chijswxjlxdaztercq977t_5xpa,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Traveller\/Silver Kris Lounge\/square (FILEminimizer).jpg,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Traveller\/Silver Kris Lounge\/banner (FILEminimizer).jpg,,,
,klia,en,MAS Golden Lounge,"Our Golden Lounge is a sanctuary of peace and tranquillity, away from the hustle and bustle of travel.",Lounges,location,STB,m,2.746534,101.711406,,\/assets\/Images\/Contact Pier Domestic\/Traveller\/MAS Domestic lounge\/Square (FILEminimizer).jpg,\/assets\/Images\/Contact Pier Domestic\/Traveller\/MAS Domestic lounge\/Banner (FILEminimizer).jpg,,,
,klia,en,Plaza Premium Lounge,"Relax and refresh at the Plaza Premium Lounge. Open to all passengers, the lounge offers complimentary food and beverages",Lounges,location,STB,m,2.748284,101.713188,chijn38lx3dazter1gaj1pg81ya,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Traveller\/Plaza Premium Lounge\/square (FILEminimizer).jpg,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Traveller\/Plaza Premium Lounge\/banner (FILEminimizer).jpg,,,
,klia,en,The Emirates Lounge,Enjoy the same high standard of service on ground as you'd get in the air. The Emirates Lounge offers gourmet halal cuisine with plush leather chairs for an oasis of calm.,Lounges,location,STB,m,2.748339,101.713824,,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Traveller\/The Emirates Lounge\/square (FILEminimizer).jpg,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Traveller\/The Emirates Lounge\/banner (FILEminimizer).jpg,,,
,klia,en,Thai Royal Silk Lounge,Spend the time waiting for your flight relaxing in Thai Airways' Royal Orchid Lounge.,Lounges,location,STB,m,2.748568,101.713347,,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Traveller\/Thai Royal Silk lounge\/square (FILEminimizer).jpg,\/assets\/Images\/Satellite Building (Mezzanine - Level 2)\/Traveller\/Thai Royal Silk lounge\/banner (FILEminimizer).jpg,,,
,klia,en,Airport CARE Info Centre,KLIA has information counters strategically located throughout the airport so that you'll always have assistance when you need it.,Information Counter,location,STB,P,2.747775,101.713319,,\/assets\/images\/Satellite Building (Passengers Level - P)\/Services\/Airport CARE Info Centre\/Square.png (FILEminimizer).jpg,\/assets\/images\/Satellite Building (Passengers Level - P)\/Services\/Airport CARE Info Centre\/Banner.png (FILEminimizer).jpg,,,
,klia,en,Airport CARE Info Centre,KLIA has information counters strategically located throughout the airport so that you'll always have assistance when you need it.,Information Counter,location,STB,P,2.747775,101.713319,,\/assets\/images\/Satellite Building (Passengers Level - P)\/Services\/Airport CARE Info Centre\/Square.png (FILEminimizer).jpg,\/assets\/images\/Satellite Building (Passengers Level - P)\/Services\/Airport CARE Info Centre\/Banner.png (FILEminimizer).jpg,,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,m,2.746438,101.711615,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,m,2.749539,101.715772,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,m,2.748095,101.713247,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,m,2.747584,101.713423,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,m,2.749995,101.712058,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,m,2.754514,101.704326,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,m,2.747553,101.713575,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,m,2.74834,101.713573,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,m,2.747932,101.714001,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,m,2.748095,101.713247,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,m,2.749539,101.715772,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,m,2.747584,101.713423,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,m,2.747553,101.713575,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,m,2.74586,101.715084,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,STB,m,2.749995,101.712058,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,F04,F,Check-In Counter,location,MTB,5,2.754563,101.704539,,\/assets\/Images\/MTB\/Level 5\/Traveller\/Check-In Counter\/E&F\/Square (FILEminimizer).jpg,\/assets\/Images\/MTB\/Level 5\/Traveller\/Check-In Counter\/E&F\/Banner (FILEminimizer).jpg,,,
,klia,en,A13,A,Check-In Counter,location,MTB,5,2.754955,101.705105,,\/assets\/Images\/MTB\/Level 5\/Traveller\/Check-In Counter\/A&B\/Square (FILEminimizer).jpg,\/assets\/Images\/MTB\/Level 5\/Traveller\/Check-In Counter\/A&B\/Banner (FILEminimizer).jpg,,,
,klia,en,D14,D,Check-In Counter,location,MTB,5,2.754764,101.70483,,\/assets\/Images\/MTB\/Level 5\/Traveller\/Check-In Counter\/C&D\/Square (FILEminimizer).jpg,\/assets\/Images\/MTB\/Level 5\/Traveller\/Check-In Counter\/C&D\/Banner (FILEminimizer).jpg,,,
,klia,en,G15,G,Check-In Counter,location,MTB,5,2.75438,101.704255,,\/assets\/Images\/MTB\/Level 5\/Traveller\/Check-In Counter\/G&H\/Square (FILEminimizer).jpg,\/assets\/Images\/MTB\/Level 5\/Traveller\/Check-In Counter\/G&H\/Banner (FILEminimizer).jpg,,,
,klia,en,J16,J,Check-In Counter,location,MTB,5,2.754177,101.703961,,\/assets\/Images\/MTB\/Level 5\/Traveller\/Check-In Counter\/J&K\/Square (FILEminimizer).jpg,\/assets\/Images\/MTB\/Level 5\/Traveller\/Check-In Counter\/J&K\/Banner (FILEminimizer).jpg,,,
,klia,en,C03,C,Check-In Counter,location,MTB,5,2.754764,101.70483,,\/assets\/Images\/MTB\/Level 5\/Traveller\/Check-In Counter\/C&D\/Square (FILEminimizer).jpg,\/assets\/Images\/MTB\/Level 5\/Traveller\/Check-In Counter\/C&D\/Banner (FILEminimizer).jpg,,,
