path,airport,language,name,shortDesc,category,type,terminal,level,lat,long,locationId,squareImage,banner,,,
,klia2,en,Bank Muamalat,Bank Muamalat's Treasury & Capital Markets department offers Shariah-compliant foreign exchange services at competitive rates for major currencies against the Ringgit or other foreign currencies,Currency Exchange,location,,2,2.739135,101.688547,,\/assets\/images\/klia2\/Satellite Building\/Level 2\/Services\/Bureau De Change (Bank Muamalat)\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Satellite Building\/Level 2\/Services\/Bureau De Change (Bank Muamalat)\/Banner (FILEminimizer).jpg,,,
,klia2,en,Prayer Room (Male),Malaysia Airports always ensures that the needs of all our passengers are well taken care off.,Prayer Room (Surau),location,,2,2.739308,101.687997,,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Banner (FILEminimizer).jpg,,,
,klia2,en,Prayer Room (Female),Malaysia Airports always ensures that the needs of all our passengers are well taken care off.,Prayer Room (Surau),location,,2,2.739341,101.688047,,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Banner (FILEminimizer).jpg,,,
,klia2,en,Prayer Room (Female),Malaysia Airports always ensures that the needs of all our passengers are well taken care off.,Prayer Room (Surau),location,,2,2.739314,101.688024,,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Banner (FILEminimizer).jpg,,,
,klia2,en,Prayer Room (Male),Malaysia Airports always ensures that the needs of all our passengers are well taken care off.,Prayer Room (Surau),location,,2,2.74291,101.687012,,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Banner (FILEminimizer).jpg,,,
,klia2,en,Prayer Room (Female),Malaysia Airports always ensures that the needs of all our passengers are well taken care off.,Prayer Room (Surau),location,,2,2.740049,101.689093,,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Banner (FILEminimizer).jpg,,,
,klia2,en,Prayer Room (Male),Malaysia Airports always ensures that the needs of all our passengers are well taken care off.,Prayer Room (Surau),location,,2,2.739314,101.688024,,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Banner (FILEminimizer).jpg,,,
,klia2,en,Prayer Room (Female),Malaysia Airports always ensures that the needs of all our passengers are well taken care off.,Prayer Room (Surau),location,,2,2.742194,101.686153,,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Banner (FILEminimizer).jpg,,,
,klia2,en,Prayer Room (Female),Malaysia Airports always ensures that the needs of all our passengers are well taken care off.,Prayer Room (Surau),location,,2,2.742804,101.687047,,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Banner (FILEminimizer).jpg,,,
,klia2,en,Prayer Room (Male),Malaysia Airports always ensures that the needs of all our passengers are well taken care off.,Prayer Room (Surau),location,,2,2.742155,101.686083,,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Banner (FILEminimizer).jpg,,,
,klia2,en,Prayer Room (Male),Malaysia Airports always ensures that the needs of all our passengers are well taken care off.,Prayer Room (Surau),location,,2,2.740004,101.689034,,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Prayer Room\/Banner (FILEminimizer).jpg,,,
,klia2,en,Smoking Lounge,"While smoking is not permitted in the airport, there are designated smoking areas located at the Satellite Building.",Smoking Area,location,,2,2.739214,101.689113,,\/assets\/images\/klia2\/Amenities\/Smoking Lounge\/Smoking Lounge-SQUARE (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Smoking Lounge\/Smoking Lounge-banner (FILEminimizer).jpg,,,
,klia2,en,Nappy Change/Baby Changing Room,"Our Baby Care rooms are perfectly equipped to help you take care of your precious little tots. The rooms are equipped with a baby bed, a chair and a wash-basin.",Baby Care Room,location,,2,2.743656,101.68653,,\/assets\/images\/klia2\/Amenities\/Nappy Change\/Nappy Room-square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Nappy Change\/Nappy Room-banner (FILEminimizer).jpg,,,
,klia2,en,Nappy Change/Baby Changing Room,"Our Baby Care rooms are perfectly equipped to help you take care of your precious little tots. The rooms are equipped with a baby bed, a chair and a wash-basin.",Baby Care Room,location,,2,2.742942,101.685427,,\/assets\/images\/klia2\/Amenities\/Nappy Change\/Nappy Room-square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Nappy Change\/Nappy Room-banner (FILEminimizer).jpg,,,
,klia2,en,Nappy Change/Baby Changing Room,"Our Baby Care rooms are perfectly equipped to help you take care of your precious little tots. The rooms are equipped with a baby bed, a chair and a wash-basin.",Baby Care Room,location,,2,2.742988,101.686959,,\/assets\/images\/klia2\/Amenities\/Nappy Change\/Nappy Room-square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Nappy Change\/Nappy Room-banner (FILEminimizer).jpg,,,
,klia2,en,Nappy Change/Baby Changing Room,"Our Baby Care rooms are perfectly equipped to help you take care of your precious little tots. The rooms are equipped with a baby bed, a chair and a wash-basin.",Baby Care Room,location,,2,2.742231,101.686051,,\/assets\/images\/klia2\/Amenities\/Nappy Change\/Nappy Room-square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Nappy Change\/Nappy Room-banner (FILEminimizer).jpg,,,
,klia2,en,Nappy Change/Baby Changing Room,"Our Baby Care rooms are perfectly equipped to help you take care of your precious little tots. The rooms are equipped with a baby bed, a chair and a wash-basin.",Baby Care Room,location,,2,2.740009,101.689006,,\/assets\/images\/klia2\/Amenities\/Nappy Change\/Nappy Room-square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Nappy Change\/Nappy Room-banner (FILEminimizer).jpg,,,
,klia2,en,Nappy Change/Baby Changing Room,"Our Baby Care rooms are perfectly equipped to help you take care of your precious little tots. The rooms are equipped with a baby bed, a chair and a wash-basin.",Baby Care Room,location,,2,2.7393,101.68812,,\/assets\/images\/klia2\/Amenities\/Nappy Change\/Nappy Room-square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Nappy Change\/Nappy Room-banner (FILEminimizer).jpg,,,
,klia2,en,Menara Medical Clinic,"Operated by Menara Medical Group, the clinic is located at Level 2, Main Terminal Building (MTB).",Clinic,location,,2,2.743037,101.685579,chij33eoazw_zterrl2gwraglpy,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Amenities\/MENARA MEDICALCLINIC\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Amenities\/MENARA MEDICALCLINIC\/Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet Handicap,Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.744131,101.689208,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet Male,Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.740987,101.690808,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet Female,Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.736807,101.684621,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.740429,101.683748,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.740911,101.684627,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.745233,101.690874,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.74421,101.689257,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.744182,101.689335,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet Female,Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.743436,101.688232,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.738621,101.687313,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.744792,101.690139,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet Female,Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.744073,101.689168,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet Male,Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.740326,101.68983,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet Handicap,Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.737174,101.68516,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.745226,101.690818,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.744733,101.690114,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.744771,101.690207,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.741466,101.685241,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet Handicap,Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.743354,101.688118,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet Male,Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.737967,101.686343,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.741499,101.685299,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.745182,101.690801,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet Handicap,Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.736761,101.68456,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet Female,Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.740365,101.689902,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.738692,101.687267,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet Female,Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.741042,101.690887,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,3.5,2.738692,101.687267,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.738692,101.687267,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.740878,101.684577,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet Male,Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.743397,101.68818,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.740399,101.683702,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet Female,Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,1a,2.738054,101.686471,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
